file_name,domain_name
021_MITDB_id_3_Medical_tr_50000_1st_57595.csv,Medical
029_MITDB_id_11_Medical_tr_50000_1st_518037.csv,Medical
101_SVDB_id_18_Medical_tr_1851_1st_1951.csv,Medical
020_MITDB_id_2_Medical_tr_50000_1st_52315.csv,Medical
107_SVDB_id_24_Medical_tr_32805_1st_32905.csv,Medical
102_SVDB_id_19_Medical_tr_50000_1st_107354.csv,Medical
093_SVDB_id_10_Medical_tr_500_1st_37.csv,Medical
019_MITDB_id_1_Medical_tr_37500_1st_103211.csv,Medical
098_SVDB_id_15_Medical_tr_500_1st_303.csv,Medical
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,Medical
139_CATSv2_id_2_Sensor_tr_5592_1st_5692.csv,Sensor
153_SMAP_id_10_Sensor_tr_1840_1st_4030.csv,Sensor
149_SMAP_id_6_Sensor_tr_2128_1st_5000.csv,Sensor
016_MSL_id_15_Sensor_tr_500_1st_780.csv,Sensor
017_MSL_id_16_Sensor_tr_512_1st_1850.csv,Sensor
165_SMAP_id_22_Sensor_tr_2129_1st_5000.csv,Sensor
166_SMAP_id_23_Sensor_tr_1113_1st_1890.csv,Sensor
007_MSL_id_6_Sensor_tr_980_1st_3550.csv,Sensor
141_CATSv2_id_4_Sensor_tr_41727_1st_41827.csv,Sensor
170_SMAP_id_27_Sensor_tr_2160_1st_4690.csv,Sensor
172_SWaT_id_2_Sensor_tr_23700_1st_23800.csv,Sensor
047_GHL_id_16_Sensor_tr_50000_1st_77001.csv,Sensor
014_MSL_id_13_Sensor_tr_1525_1st_4575.csv,Sensor
164_SMAP_id_21_Sensor_tr_1976_1st_4200.csv,Sensor
008_MSL_id_7_Sensor_tr_656_1st_1630.csv,Sensor
011_MSL_id_10_Sensor_tr_1525_1st_4590.csv,Sensor
152_SMAP_id_9_Sensor_tr_2073_1st_5600.csv,Sensor
155_SMAP_id_12_Sensor_tr_1907_1st_4800.csv,Sensor
033_GHL_id_2_Sensor_tr_50000_1st_51001.csv,Sensor
173_GECCO_id_1_Sensor_tr_16165_1st_16265.csv,Sensor
035_GHL_id_4_Sensor_tr_50000_1st_90001.csv,Sensor
145_SMAP_id_2_Sensor_tr_2133_1st_5400.csv,Sensor
005_MSL_id_4_Sensor_tr_855_1st_2700.csv,Sensor
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,Sensor
006_MSL_id_5_Sensor_tr_1150_1st_1250.csv,Sensor
147_SMAP_id_4_Sensor_tr_2160_1st_6449.csv,Sensor
159_SMAP_id_16_Sensor_tr_1757_1st_2650.csv,Sensor
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,Sensor
048_GHL_id_17_Sensor_tr_50000_1st_154001.csv,Sensor
046_GHL_id_15_Sensor_tr_50000_1st_156462.csv,Sensor
138_CATSv2_id_1_Sensor_tr_16568_1st_16668.csv,Sensor
148_SMAP_id_5_Sensor_tr_2011_1st_5060.csv,Sensor
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,Sensor
053_GHL_id_22_Sensor_tr_50000_1st_126448.csv,Sensor
010_MSL_id_9_Sensor_tr_554_1st_1172.csv,Sensor
168_SMAP_id_25_Sensor_tr_1998_1st_2098.csv,Sensor
146_SMAP_id_3_Sensor_tr_2128_1st_5000.csv,Sensor
150_SMAP_id_7_Sensor_tr_2077_1st_5394.csv,Sensor
054_GHL_id_23_Sensor_tr_50000_1st_135001.csv,Sensor
171_SWaT_id_1_Sensor_tr_3749_1st_9522.csv,Sensor
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,Sensor
012_MSL_id_11_Sensor_tr_539_1st_940.csv,Sensor
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,Sensor
052_GHL_id_21_Sensor_tr_50000_1st_98001.csv,Sensor
162_SMAP_id_19_Sensor_tr_1908_1st_4690.csv,Sensor
156_SMAP_id_13_Sensor_tr_1173_1st_2750.csv,Sensor
161_SMAP_id_18_Sensor_tr_2075_1st_5550.csv,Sensor
056_GHL_id_25_Sensor_tr_50000_1st_105568.csv,Sensor
151_SMAP_id_8_Sensor_tr_1971_1st_4870.csv,Sensor
158_SMAP_id_15_Sensor_tr_2075_1st_5610.csv,Sensor
051_GHL_id_20_Sensor_tr_50000_1st_75110.csv,Sensor
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,Sensor
001_Genesis_id_1_Sensor_tr_4055_1st_15538.csv,Sensor
009_MSL_id_8_Sensor_tr_714_1st_1390.csv,Sensor
